name,ssn,department,salary,gender,country,additional_languages
Daniel Atkinson,731-59-2359,Operations,91121,Male,India,"French, Arabic"
Mark Snow,469-02-7849,Administrative,68999,Female,China,Chinese
Thomas Dunlap,475-33-0473,Human Resource,70920,Male,China,"Hindi, Spanish"
Jennifer Cunningham,354-68-9576,Administrative,30058,Female,India,
Jennifer Le,013-90-2932,Operations,47136,Female,India,"Arabic, German"
Tanner Scott,616-50-0559,Administrative,34952,Male,India,
Aaron Bailey,171-85-5231,Human Resource,74196,Male,India,Arabic
Susan Leach,143-27-9344,Legal,60094,Female,Canada,French
Timothy Harrison,840-06-5380,Product,138346,Female,India,Chinese
Natalie Smith,475-07-3859,IT,76181,Male,India,"Spanish, French"
Laura Davidson,641-37-7208,Human Resource,81757,Male,India,"Spanish, Chinese"
Robin Dean,316-67-2232,Administrative,47456,Female,South Korea,"Arabic, German"
Shannon Miller,090-96-3412,Marketing,92089,Female,India,
Ryan Anderson,754-64-4216,Operations,70589,Male,India,Chinese
Michael Jackson,554-25-2480,Administrative,49661,Female,India,
Patricia Rivas,675-02-6565,Product,148248,Male,India,
Courtney Singh,849-39-5802,Operations,69446,Female,India,"Arabic, German"
Jason Chavez,516-88-8513,Product,99071,Male,India,
Amy Lopez,674-37-5727,Operations,80686,Female,India,"Hindi, Spanish"
Gerald Green,149-65-9425,Product,109031,Female,India,"Arabic, Chinese"
Lindsey Stanley,712-82-5703,Marketing,59210,Female,India,German
Ashley Perez,533-87-7080,Administrative,68977,Female,India,French
Patrick Vega,605-68-1299,Administrative,41645,Female,India,Chinese
Angelica Walker,135-67-7983,Marketing,67412,Male,China,"Spanish, Arabic"
Tommy Spence,882-98-8266,Legal,100260,Female,India,"Hindi, German"
Andrea Tucker,383-11-8511,Human Resource,62161,Female,India,"Hindi, French"
Rebecca Martin,856-41-9181,Operations,54010,Male,India,
Pamela Snow,392-54-2288,Operations,45011,Male,India,"Arabic, French"
William Summers,510-24-4283,Marketing,56598,Female,USA,"Hindi, French"
Nathaniel Daugherty,157-83-6667,Marketing,86853,Male,China,
Teresa Rivas,790-24-5530,Operations,44762,Male,India,Chinese
Stacey Hicks,860-16-9980,Product,121529,Male,India,German
Charlene Walker,257-53-1471,Legal,102918,Male,India,German
Jamie Turner,143-14-9082,Marketing,81889,Female,India,
Katherine Mitchell,799-68-5724,Product,100619,Female,India,Hindi
Brian Hamilton,236-60-5056,Operations,75816,Male,India,French
Amanda Christian,435-06-3223,Operations,66835,Male,India,French
Stephanie Walsh,352-31-1735,Administrative,36753,Male,India,"Hindi, Spanish"
Amy Saunders,623-59-8245,Legal,139802,Female,China,Arabic
James Alexander,598-80-0885,IT,73560,Female,India,German
Wendy Brennan,708-14-4538,Marketing,89742,Female,Canada,Spanish
Elizabeth Miller,317-80-4751,Operations,48030,Male,India,"French, Spanish"
Anthony Meyer,131-61-3716,Human Resource,77427,Male,India,"French, German"
Mark Montes,147-92-4787,Sales,92784,Female,India,"French, German"
Kelly Quinn,482-18-1157,Administrative,59481,Female,India,"Spanish, Hindi"
Joseph Reese,113-85-4363,Marketing,64578,Female,India,"French, Chinese"
Dr. Michael Thompson DDS,480-53-5758,Marketing,60676,Female,India,French
Andrea Brown,167-72-1504,Sales,101137,Male,India,
Jacqueline Barajas,199-42-8017,Operations,94148,Female,India,
Christina Rodriguez,170-76-3010,Legal,68452,Male,China,"Arabic, Chinese"
Cindy Harper,757-47-0348,Sales,119504,Female,India,Arabic
Stephanie Willis,231-17-4976,Operations,72669,Male,China,
Haley Thompson,794-59-5436,IT,87683,Female,India,Chinese
Tiffany Thornton,798-98-6401,Product,117312,Female,India,
Susan Gonzalez,715-59-6812,Product,100847,Male,India,
Henry Robinson,093-31-2122,Marketing,70295,Female,India,"Chinese, Arabic"
Kimberly Silva,412-42-8729,Operations,41742,Male,India,
Patrick Williams,333-15-0269,Sales,53035,Female,China,
Terri Ball,476-16-0346,Human Resource,54028,Male,India,"German, Arabic"
Patrick Horton,483-19-2512,Marketing,63743,Female,India,"French, Arabic"
Joshua English,284-77-5084,Human Resource,52495,Male,India,Arabic
Carmen Alvarez,239-15-8073,Sales,94569,Male,India,Spanish
William Jensen,058-45-6610,Administrative,51343,Female,China,"Chinese, Hindi"
Miss Morgan Bates,613-48-2957,Marketing,75450,Female,India,"German, Hindi"
Joseph Henry,319-27-9651,Human Resource,77118,Female,India,
Darrell Juarez,692-68-3804,Administrative,51559,Male,India,
Sherry Rivas,782-89-0925,Product,105179,Male,India,Spanish
Dr. Aaron Brown,811-89-7950,IT,134654,Female,India,"Arabic, French"
Lawrence Dunlap,834-18-6687,Sales,50333,Male,Canada,
Rodney Wiley,056-76-3185,Finance,109100,Male,India,Chinese
Kimberly Smith,141-24-7007,Operations,86072,Male,India,French
Jeffrey Jones,803-70-3588,Operations,84908,Male,Phillipines,"Chinese, Arabic"
Charles York,463-35-8451,Marketing,58043,Female,India,
Heather Jackson,304-24-9562,Administrative,43594,Female,India,"German, Hindi"
Erik Knight,448-34-1311,Operations,98746,Male,India,"Chinese, Spanish"
Michael Silva,665-56-1164,Operations,42469,Male,India,"Arabic, German"
Laura Bennett,709-64-6777,Finance,87981,Male,South Korea,"Chinese, Arabic"
Bradley Lewis,212-28-9428,Operations,82440,Female,India,
Cody Ross,628-93-8450,IT,99716,Female,India,Hindi
Erica Kemp,563-11-2847,Product,105390,Male,India,"Hindi, Chinese"
David Woods,614-91-1923,Marketing,75361,Male,India,Spanish
Philip Schmidt,012-56-3035,Operations,82936,Female,India,
Denise Dawson,720-98-9752,Product,116841,Male,India,Spanish
Veronica Hernandez,594-82-2360,Product,137579,Female,China,Hindi
Brian Burns,069-59-4369,Sales,113198,Female,India,
Jill Hardin,501-29-8884,Human Resource,51755,Female,India,Hindi
Lisa Carpenter,119-93-6740,IT,137404,Male,India,"Arabic, French"
Susan Mccormick,461-51-3804,Sales,86546,Male,India,"Arabic, Hindi"
John Campbell,426-62-5036,Finance,73653,Female,India,Arabic
Ronald Sharp DVM,092-59-7114,IT,68534,Male,India,"French, Chinese"
William Montgomery,750-11-2802,Operations,85846,Female,India,
Daniel Coleman,363-44-6153,Operations,61437,Male,India,"Hindi, German"
Mallory Barton,157-91-8302,Marketing,82947,Male,India,Hindi
Craig Green,132-38-4540,Product,147292,Male,India,
Heather Chavez,824-45-5469,Product,98421,Male,India,"Spanish, Arabic"
Kelly Ortiz MD,069-76-3592,IT,82878,Female,Phillipines,
Joseph Allison,645-83-8503,Marketing,99406,Male,India,"Spanish, Hindi"
Lisa Rivas,174-71-5065,Product,85294,Male,China,"Chinese, Hindi"
Michael Jackson,407-52-0054,Sales,113149,Female,India,Hindi
Emily Baker,714-88-9484,Product,85466,Female,India,
Adrian Campbell,393-43-1612,Product,85416,Female,India,"French, Hindi"
David Wilson,652-49-8093,Marketing,92939,Female,India,
Sheryl Sanford,655-38-6583,Administrative,42955,Female,India,
Dr. Mark Smith,669-69-2638,Product,89750,Male,Phillipines,French
David Mcintyre,853-11-8342,Product,148476,Male,China,"Arabic, Chinese"
Cynthia Rogers,048-66-4713,Human Resource,75593,Female,India,"Hindi, Chinese"
Jeffery Romero,134-46-9771,Operations,85983,Male,China,
Aaron Myers,327-93-0313,Finance,51775,Male,India,
Rebecca Archer,796-61-6908,Product,147827,Female,India,"Chinese, French"
Tracy Taylor,171-50-7719,Operations,52937,Female,Mexico,"German, Arabic"
Annette Underwood,462-96-9335,Finance,108522,Female,India,
Rebecca Gomez,388-12-9539,Administrative,46872,Female,India,
Michelle May,001-24-0022,Marketing,55769,Female,India,"German, Arabic"
Mr. Marcus Smith,123-93-8317,Human Resource,79624,Male,India,
Amy Anderson,380-40-7341,Product,71605,Male,India,"Spanish, Chinese"
Virginia Grant,548-32-3473,IT,119642,Male,India,"German, Chinese"
Katherine White,371-21-5139,Legal,96982,Female,India,"French, Spanish"
Edward Robinson,260-83-8883,IT,65710,Male,India,"Arabic, French"
Frank Ross,110-22-2600,Legal,97445,Female,India,"French, Chinese"
Holly Jackson,868-52-0306,Administrative,60665,Male,India,"Hindi, Chinese"
Mark Torres,888-49-2670,Administrative,46606,Male,India,"German, French"
Andrea Mooney,550-67-9711,Human Resource,61316,Male,China,"Spanish, French"
Amy Martin,890-67-0563,Marketing,56726,Male,India,"Chinese, French"
Dorothy Miller,825-22-8724,Operations,50647,Male,China,
Samuel Garcia,147-49-0397,IT,61411,Female,China,"French, Chinese"
Thomas Green,692-49-0331,Operations,74692,Female,India,"Hindi, French"
Daniel Boyle,276-17-2362,Marketing,55247,Male,India,"Arabic, French"
Jonathan Haley,768-13-6730,Product,119207,Female,India,"German, Spanish"
Michael Moore,446-09-7098,Operations,53525,Male,India,"German, Arabic"
Kyle Davis,795-20-9532,Operations,72341,Female,China,"German, Hindi"
Dominique Steele,805-81-8338,Administrative,48519,Female,India,French
Zachary Woods,644-49-9650,Marketing,53123,Male,China,
Joel Johnston,344-07-1702,Product,76413,Male,India,
Stephen Wyatt,295-22-0892,Administrative,43421,Male,USA,"French, Spanish"
Joseph Green,180-29-5261,Product,74459,Female,India,"German, Spanish"
Connie Freeman,260-62-8782,Human Resource,55857,Female,India,
Kristen Clay,601-38-7548,Operations,60587,Male,India,
Jesse Perkins,040-44-8482,Product,108834,Female,India,"Arabic, Spanish"
Leah Hill,164-46-9795,Sales,95875,Male,India,
Andrea Simpson,739-37-2812,Product,90495,Male,India,"Hindi, Chinese"
Heather Perez,368-20-8285,Operations,95823,Female,India,"Chinese, Arabic"
Noah Bell,788-76-2277,Human Resource,60349,Female,Phillipines,
Sandra Lawrence DDS,653-93-1989,Product,94315,Female,India,"Chinese, Hindi"
Debbie Mitchell,670-84-7084,Human Resource,59618,Male,India,"Arabic, French"
Mrs. Janice Hart,641-84-0450,Marketing,57719,Male,USA,French
Derek Williams,324-58-8648,Sales,95451,Female,India,Spanish
Michael Russell,257-82-0222,Product,126631,Female,India,Chinese
Jennifer Butler,581-48-7409,Human Resource,61353,Male,India,Spanish
Ariana Vance,893-47-1194,Finance,66413,Female,India,
John Bennett,080-22-2521,Sales,63446,Female,India,"Arabic, Hindi"
Cheryl Diaz,655-01-4226,IT,112159,Female,India,German
Shirley Horn,589-71-5267,Product,126366,Female,India,"Chinese, Arabic"
Raven Wiggins,576-64-7472,Administrative,63662,Male,India,
Michael Watts,385-40-2041,Marketing,83972,Male,India,Chinese
Nancy Hodge,518-24-9003,Administrative,42999,Male,India,"German, Chinese"
Anne Nelson,584-56-3385,IT,117313,Female,India,
Gail Vargas,136-09-2680,Operations,62265,Female,India,
Katrina Mendoza,667-97-6028,Sales,48092,Female,China,"Hindi, Spanish"
Joy Jordan,419-58-8365,Administrative,52200,Male,India,"Chinese, French"
Kyle Murray,842-66-0698,Finance,94595,Female,India,Chinese
Kayla Wong,162-99-4757,Legal,106880,Female,India,
Jennifer Ward,497-51-3841,Administrative,68781,Female,India,Chinese
Jessica Young,735-78-8354,Product,110163,Female,India,"Hindi, Spanish"
Timothy Smith,438-42-5686,Finance,55574,Female,India,"French, Hindi"
Eric Davis,321-74-6681,Marketing,94253,Female,India,
Mackenzie Harris,128-60-7987,Product,129853,Female,India,
Kevin Miller,699-72-4006,IT,72988,Male,India,Spanish
Brett Jordan,304-05-8510,Marketing,57617,Male,India,Spanish
Michael James,720-37-9662,Human Resource,88517,Female,India,German
Michael Carroll,359-28-4248,Human Resource,41613,Female,India,
Kathleen Barr,872-43-8519,Product,86917,Female,China,Chinese
Heather Montes,348-16-6432,Administrative,66233,Female,India,"German, Hindi"
Anthony Meadows,643-05-0365,Administrative,57065,Male,India,Spanish
Cynthia Brewer,341-25-2344,IT,108471,Female,India,"Arabic, French"
Dean Hanson,854-66-2894,Product,71856,Female,India,
Anthony Pitts,323-05-5942,Operations,43826,Female,India,"German, Spanish"
Hannah Guzman,117-72-4372,IT,115441,Female,India,French
Mr. Derek Glenn,373-90-8438,Sales,98307,Male,China,
Natalie Flynn,202-74-3957,Marketing,84177,Male,India,"German, Arabic"
Kiara Hayes,676-47-7585,Legal,115505,Male,India,Spanish
Victor Smith,857-01-0697,Product,146322,Male,India,Hindi
Catherine Harrison,366-17-4559,Finance,122852,Female,India,
Bobby Lawson,808-26-5166,Marketing,95554,Male,India,"Arabic, French"
Barbara Ortega,481-03-2435,IT,118263,Female,USA,"Chinese, Arabic"
Kevin Rasmussen,840-83-4031,Product,88291,Female,China,"Spanish, Arabic"
Caitlin Wells,186-03-0724,IT,120832,Female,USA,
Johnny Johnson,507-34-6656,Operations,73654,Male,India,"Spanish, French"
Catherine Smith,546-89-7740,Human Resource,81875,Male,India,Spanish
Anthony Brown,213-36-2435,Product,99264,Male,India,"Arabic, Chinese"
William Greer,592-15-7042,Marketing,79470,Female,China,"Spanish, German"
Carol Romero,368-82-5453,Administrative,47915,Female,India,French
Mr. Thomas Smith,694-82-1452,IT,79238,Female,India,
Nicholas Haley,258-25-5581,Operations,45324,Female,India,Spanish
Maurice Schmidt,832-70-2786,IT,101887,Female,India,
Melissa Thompson,764-41-4529,Product,101763,Male,India,French
Cheryl Mccormick,303-97-5255,Finance,58193,Female,India,"French, German"
Lori Spencer,796-21-8222,Legal,77110,Female,India,"Chinese, German"
Jennifer Kaufman,814-49-2434,Legal,99156,Female,India,
William Woods,425-92-6255,Sales,111360,Female,India,"Arabic, French"
Brittney Pena,760-95-9667,Operations,77147,Female,India,
Crystal Flowers,724-76-8338,Sales,56158,Male,India,French
Amber Lopez MD,133-71-1013,Administrative,57200,Male,India,"Spanish, Hindi"
Karen Baker,484-63-5599,Operations,67393,Male,India,"Spanish, Chinese"
David Wilson,470-75-2958,Operations,78469,Male,India,"French, German"
Alex Grant,493-56-0531,Product,78371,Female,China,Spanish
Brian Ford,606-27-0693,Product,91362,Female,India,"French, Chinese"
Kimberly Harmon,504-26-4174,Product,89003,Female,India,
David Jackson,380-18-1198,Administrative,50438,Female,India,"Chinese, Arabic"
Donna Thomas,455-92-6803,Operations,50185,Male,India,
Katherine Turner,556-56-6713,IT,93759,Male,India,
Christopher Alexander,751-67-3001,IT,80367,Male,India,
Dawn Gonzalez,058-22-1752,Product,90358,Male,India,"German, French"
Curtis Roberts,180-16-8716,Administrative,54402,Female,India,German
Scott Knapp,169-57-5880,Operations,58294,Male,India,
Jeffrey Miller,107-50-1863,IT,95732,Male,India,Chinese
Joshua Brown,561-28-0108,Human Resource,49451,Female,India,"German, Hindi"
Brett Fernandez,088-56-5121,Product,143622,Male,India,Chinese
Robin Moore,799-99-4528,Operations,68853,Male,India,
Bethany Hart,252-08-9748,Product,97135,Female,India,
Kelsey Joseph,230-26-7517,Administrative,32402,Male,India,"German, Chinese"
Jeffery Jackson,506-91-8748,Marketing,53774,Male,India,
Judy Galloway,083-35-5360,Human Resource,44342,Male,India,"Spanish, German"
Mrs. Diana Gonzalez,718-58-9794,Operations,55995,Female,South Korea,"German, Arabic"
Paula Mckinney,473-66-0855,Marketing,98528,Female,India,"Chinese, Hindi"
Nathan Boyle,775-05-7817,Operations,68918,Female,India,Hindi
Louis Rasmussen,683-48-6505,Marketing,96703,Male,India,"French, Spanish"
Lindsey Williams,527-08-3584,Product,99766,Female,India,"Spanish, Hindi"
Thomas Fox,010-84-9328,Operations,72944,Male,India,German
Jacob Watson,268-32-4499,Administrative,48279,Female,India,Chinese
Donna Ortega,327-81-5296,Operations,88066,Female,India,
Andrea Moore,469-85-9908,Operations,93917,Female,USA,
Kelly Erickson,142-12-6407,Administrative,46562,Male,China,
Joseph Johnson,037-52-4148,Marketing,73250,Male,India,Chinese
Joseph Dickson,557-53-9492,Operations,53706,Male,India,"German, Spanish"
Manuel Smith DDS,417-15-5746,Sales,116473,Female,India,Hindi
Melissa Griffin,039-41-4997,Legal,128701,Male,India,Arabic
Andrea Allen,793-07-1410,Product,144833,Male,India,
Gilbert Clark,459-78-0871,Legal,119170,Female,India,
Lori Casey,756-17-5266,Operations,70456,Male,India,
Ronald Brown,326-64-0982,IT,79961,Female,India,German
Randy Johnson,135-19-4054,Marketing,101060,Male,India,"Spanish, Arabic"
Laurie Reyes,234-80-6944,Marketing,82965,Male,India,German
Ashley Diaz,482-28-5900,Operations,61600,Male,India,
Shelby Mills,018-04-7517,IT,80402,Male,India,
April Lopez,308-60-4126,Product,91099,Male,China,
Sophia Johnson,385-52-9720,Product,130983,Male,India,
Kimberly Murray,512-09-2789,Human Resource,51847,Male,India,"German, Chinese"
Javier Parrish,320-78-8227,Administrative,64986,Male,Canada,
Stephen Davila,372-58-2223,Operations,79252,Female,India,Spanish
Mrs. Michele Gardner,881-26-4804,Operations,65662,Female,India,"Chinese, French"
Maria Nielsen,381-28-2351,IT,130746,Female,India,"French, Hindi"
Eric Diaz,861-70-8222,Product,129581,Male,India,Chinese
Amy Rodriguez,191-14-0258,Administrative,58171,Male,India,
Barbara Camacho,234-55-7217,Finance,128139,Male,India,
Charles Anderson,273-79-2539,Operations,51259,Female,India,Hindi
Casey Robinson,468-79-0080,Product,84713,Male,India,French
Dustin Peterson,438-18-8686,Marketing,94129,Female,India,Spanish
Miss Amanda Barton MD,454-97-7540,Product,147952,Female,India,"German, French"
Andrea Meyer,388-31-1092,Product,101079,Female,India,
Mr. David Flores,605-89-1884,Human Resource,59539,Male,India,
Steve Costa,650-03-8744,Operations,79537,Female,India,"French, Spanish"
Kristin Young,348-27-9581,Administrative,40363,Female,USA,
Jordan Dunlap,571-71-7586,Administrative,42471,Female,India,French
Richard Haney,612-24-9113,Human Resource,73506,Male,India,German
Lori Coffey,463-34-9790,Finance,124125,Female,China,German
Mark Johnson,100-41-0180,Product,84108,Female,India,Spanish
Scott Williams,854-81-0026,Operations,77675,Female,India,Spanish
Kathryn Cross,699-76-3989,Operations,62520,Male,India,Spanish
Donna Martinez,601-89-4198,Product,97360,Female,Phillipines,"French, Hindi"
Samantha Miranda,490-22-9582,Finance,86131,Female,India,Arabic
Angela Humphrey,059-37-2615,Operations,56620,Male,India,
Joshua Lamb,399-36-6872,Product,138462,Male,India,French
Jennifer House,667-20-5118,Product,142325,Male,China,French
Ashley Lee,102-42-8853,IT,117484,Female,India,"Arabic, German"
Keith Anderson,168-58-5563,Operations,74410,Female,India,Spanish
Shannon Conley,430-90-9133,Operations,54965,Male,China,"Chinese, Arabic"
Amanda Palmer,752-88-7537,Operations,50427,Male,India,"French, Chinese"
Jason Jackson,652-63-8544,Product,132724,Female,India,Arabic
Samuel Li,343-63-2577,Human Resource,47256,Female,India,
Douglas Bean,446-92-1399,Product,122691,Male,India,"French, Arabic"
Stefanie Jackson,866-16-7907,Product,142357,Male,India,"Spanish, German"
Tina Brown,672-51-6612,IT,100789,Female,India,"French, Hindi"
Cindy Perez DDS,209-47-1902,Product,79689,Male,India,Spanish
Christopher Garcia,523-16-5711,Legal,69194,Male,India,Spanish
Sharon Matthews,778-27-7422,Finance,67832,Female,India,"German, Arabic"
Kristine Mcconnell,708-42-8732,Administrative,65871,Female,India,French
Darlene Warren,743-24-5872,Product,143546,Female,India,
Erica Harvey,415-81-5022,IT,109841,Female,India,"Spanish, Chinese"
Nicholas Dawson,469-18-7807,Product,82407,Male,India,
Alexander King,793-46-3544,Administrative,63373,Male,India,Hindi
Denise Cooper,728-94-3113,IT,85099,Female,India,"Chinese, Hindi"
Teresa Keller,507-95-1043,Human Resource,65936,Male,India,
Jeffrey King,814-93-7687,Legal,91797,Female,India,Chinese
Bradley Castaneda,583-73-3885,Marketing,105267,Female,India,Chinese
Jesse Smith,719-93-3093,Operations,88044,Male,India,
Jennifer Miller,869-71-6005,IT,65239,Female,China,
Carrie Hernandez,402-63-1425,Product,106780,Male,India,Spanish
Elizabeth York,801-68-2257,Product,136136,Female,India,
Jennifer Myers,820-29-6304,Product,81593,Female,India,Chinese
Sherry Clark,091-98-5958,Administrative,51599,Female,China,German
Christine Gonzalez,661-99-1048,IT,93066,Male,India,
Christian Trujillo,507-19-9053,Administrative,51049,Female,India,"Hindi, Arabic"
Catherine Rose,034-37-6997,IT,67637,Female,India,
Rita Barnett,403-73-1931,Product,149088,Female,India,
Ronald Baker,165-20-2054,Operations,45107,Male,India,Spanish
Andrea Paul,076-14-5175,Legal,85064,Female,India,"Spanish, French"
Alyssa Lin,375-81-3967,Administrative,37732,Female,India,"Hindi, German"
Trevor Hendrix,578-48-1930,Human Resource,88064,Male,China,"Arabic, Spanish"
Kelly Fernandez,322-91-5366,Product,87952,Female,China,French
Shane Peterson,502-34-6708,Product,89511,Female,India,
Ashley Taylor,266-42-8555,Human Resource,83327,Female,India,German
Daniel Thomas,837-35-9058,Operations,84677,Female,India,"Hindi, French"
Kelsey Pitts,414-41-1435,Human Resource,73354,Female,India,"Arabic, French"
John Franco,492-48-1539,Operations,76200,Male,India,
Denise Hines,879-23-1020,Administrative,55867,Female,India,"Chinese, Spanish"
Nicholas Lewis,891-42-7041,IT,108977,Female,China,
Katie Davis,242-63-8177,Finance,128059,Female,India,"Hindi, Chinese"
Stacey Velasquez,346-43-6087,Legal,99159,Male,USA,
Amber Ryan,253-29-7911,Operations,66468,Female,India,
Donald Escobar,177-77-4227,Human Resource,49298,Female,India,Hindi
Pamela Craig,028-60-7782,Finance,98450,Female,India,"Spanish, French"
Monique Bennett,105-63-1181,Finance,118491,Male,India,
Allison Chang,716-05-9920,Human Resource,84253,Female,India,
Kimberly Guerrero,185-83-9397,Administrative,54248,Male,India,
Alan Harding,300-27-9751,Marketing,71259,Female,India,
John Robinson,049-40-2879,Administrative,36840,Male,India,
Jeanne Davis,657-66-9563,Sales,118719,Male,India,Chinese
Lori Gonzalez,306-43-5811,Human Resource,86387,Female,India,"Arabic, German"
Kathryn Hart,106-58-2164,IT,71358,Male,India,"Chinese, Hindi"
Dawn Cook,512-54-9826,Product,113339,Male,India,German
Angel Scott,724-67-2456,Operations,91291,Female,India,
Susan Williams,028-60-4471,Administrative,61648,Male,India,German
Kathy Michael,843-55-2433,Marketing,93234,Male,USA,
James Walsh,463-92-0735,IT,62344,Female,India,French
Jonathan Johnson,144-14-0680,Human Resource,85987,Male,India,"Spanish, Arabic"
Jacob Ryan,448-49-5190,Legal,69577,Male,India,
Lindsey Smith,533-60-0193,Administrative,66098,Female,India,
Lindsay Johnson,844-62-4079,Product,111847,Male,India,"Spanish, German"
Keith Bray,685-09-1643,Human Resource,48893,Male,China,"Arabic, German"
Jose Smith,512-33-0054,Administrative,60691,Female,India,"German, Spanish"
Lisa Woods,126-38-6185,Operations,45194,Female,India,
Stephanie Rose,898-61-4230,Human Resource,47233,Male,India,
Andrew Mckenzie,243-14-9176,Product,138488,Male,India,French
Sheryl Patel,397-93-5548,Operations,76926,Female,South Korea,"Spanish, Hindi"
Cynthia Barrera,501-06-3750,Operations,79395,Male,India,"Hindi, German"
James Kelly,327-91-7589,Administrative,69335,Male,India,
Claudia Peters,599-65-3832,Administrative,37527,Female,India,"Hindi, Spanish"
Julie Clayton,403-34-8789,Administrative,30886,Male,India,
Angel Nelson,182-63-4410,Finance,85289,Female,India,
Sarah Hampton,018-88-0280,Sales,101962,Female,India,Hindi
Megan Fuentes,203-71-2113,Human Resource,57220,Male,India,Chinese
Tricia Lopez,702-50-4900,Product,123856,Male,India,"Arabic, French"
Paul Lopez,772-99-7901,Product,115846,Male,India,
Ronald Ruiz,151-23-6713,Finance,69526,Male,India,"Arabic, Hindi"
Michael Foster,397-55-1737,Human Resource,66421,Female,India,Spanish
Joseph Schneider,692-69-0335,IT,126312,Male,India,Arabic
Tabitha Carrillo,543-72-5064,Legal,71699,Female,India,
Marcus Jones DDS,821-15-9973,Finance,76030,Male,China,"Spanish, French"
Eric Lee,474-66-3495,Operations,62847,Female,India,German
Anna Marshall,065-66-9478,Product,132993,Male,China,
Samantha Clark,516-54-2136,Product,112391,Male,India,Hindi
Alex Blake,606-20-8995,Human Resource,75680,Male,India,Spanish
Lisa Edwards,749-17-9573,Product,88671,Male,India,Spanish
Dale Long,474-94-0313,IT,83929,Female,India,"French, German"
Laura Wilson,244-08-5027,Product,129648,Female,China,
Destiny Watson,675-29-7652,Operations,91153,Male,India,
Alisha Wright,532-56-2514,Sales,89211,Female,India,
Ann Brown,008-44-8152,Product,81833,Male,India,"French, Chinese"
Jeffrey Neal,558-16-6001,Human Resource,50886,Female,China,
Jessica Hopkins,199-86-9139,Legal,118080,Male,India,"German, Spanish"
Marissa Wallace,369-62-3725,IT,107006,Female,India,Spanish
Jeremiah Jackson,348-81-1932,Operations,83113,Female,India,"French, Hindi"
Michael Reed MD,245-09-6041,Product,116383,Male,China,
William Lewis,045-31-1614,Human Resource,77808,Female,India,Spanish
Brian Willis,021-06-1564,Legal,68835,Female,India,French
Melissa Herrera,197-62-9915,Product,83608,Female,China,
William Johnson,870-95-1721,Product,106603,Male,China,
Robert Bartlett,350-37-1413,Operations,52668,Female,India,Spanish
Christina Ruiz,741-49-5320,Marketing,65381,Female,India,"Arabic, Spanish"
James Andersen,584-19-9496,Human Resource,89810,Male,India,"French, German"
Shawn Ortega,627-04-7130,Product,113545,Male,India,German
Richard Murray,131-89-2158,Human Resource,60174,Female,India,
Megan Parker,321-03-3813,Human Resource,58659,Male,Taiwan,German
Matthew Butler,315-13-1002,Marketing,98927,Female,India,
Jose Montes,138-91-9509,Administrative,38574,Female,India,"Arabic, German"
Emily Ramirez,328-63-8688,Legal,76112,Female,India,
Megan Reynolds,296-91-4597,Sales,64949,Female,India,"German, Arabic"
Andrea Foster DDS,316-02-2982,Product,133627,Female,India,Chinese
Bobby Martin,673-08-6272,Product,136209,Male,India,
Gloria Greer,809-68-9141,Human Resource,47180,Female,India,Hindi
Kelsey Norton,894-96-1268,Marketing,69862,Male,India,"Hindi, Chinese"
Tanya James,739-21-5912,Legal,142899,Male,USA,
Paul Andrews,893-40-7666,IT,135578,Female,India,German
Amber Gardner,019-30-4918,Product,121222,Male,India,French
Lisa Murphy,760-64-7274,Administrative,51397,Male,India,
Jacob Medina,658-86-1925,Operations,81663,Female,China,Arabic
Mr. Charles Roberts DDS,127-50-0349,Product,98825,Male,China,French
Dale Anderson,411-56-0543,Operations,50972,Female,India,"French, German"
John Short,170-61-4037,Marketing,56294,Male,India,"Arabic, Hindi"
Tammy Humphrey,446-47-1896,Human Resource,46055,Male,India,Arabic
Andrew Long,500-72-4935,Human Resource,45589,Male,India,"Arabic, Spanish"
Peter Cooper,515-28-4269,Administrative,60342,Male,India,Arabic
Steve Stone,057-61-6631,Administrative,54113,Female,China,"Arabic, Hindi"
Michael Irwin,382-07-6901,Administrative,68950,Male,India,Arabic
Kathy Contreras,050-18-8539,Product,89549,Female,China,"Hindi, Chinese"
Eric Wood,028-50-8146,Marketing,72603,Male,India,German
Adam Estrada,782-57-0227,Operations,74707,Female,India,"Arabic, Hindi"
Amanda Lee,458-21-0801,Sales,79632,Male,India,Chinese
Tracy Walker,389-43-9284,IT,63287,Female,China,"Arabic, Hindi"
Jay Armstrong,651-56-2001,Human Resource,51237,Male,China,"Hindi, French"
Karen Flores,848-71-4985,Finance,112225,Male,India,Chinese
Don James,651-91-4265,Finance,92085,Female,India,"Arabic, Spanish"
Michael James,559-39-7118,Operations,94558,Male,India,"German, Chinese"
Allison Hodges,194-74-8938,Product,145745,Female,India,French
James Hoffman,787-46-3791,Operations,74871,Male,India,"Arabic, German"
Mark Martinez,808-65-8835,Operations,52044,Female,India,"German, Spanish"
Sarah Nichols,324-79-2579,Operations,91717,Female,India,"German, Arabic"
Jim Sanchez,081-96-2410,Operations,88829,Male,India,"Chinese, French"
Deborah Brown,711-59-5477,Administrative,45126,Male,India,
James Ortega II,642-01-1017,Product,82484,Female,India,
Casey Harding,801-89-4304,Human Resource,74568,Female,India,"Hindi, German"
Harry Perry,400-41-4176,Sales,101830,Male,India,Arabic
